x-axis,1,3
second,Volt,Ampere
-20.00000E+00,,
-19.98438E+00,+8.02803E+00,+299.17E-03
-19.96875E+00,+8.02803E+00,+299.17E-03
-19.95313E+00,+8.02803E+00,+299.17E-03
-19.93750E+00,+8.02803E+00,+299.17E-03
-19.92188E+00,+8.02803E+00,+299.17E-03
-19.90625E+00,+8.02803E+00,+299.17E-03
-19.89063E+00,+8.02803E+00,+299.17E-03
-19.87500E+00,+8.02803E+00,+299.17E-03
-19.85938E+00,+8.02803E+00,+299.17E-03
-19.84375E+00,+8.02803E+00,+299.17E-03
-19.82813E+00,+8.02803E+00,+299.17E-03
-19.81250E+00,+8.02803E+00,+299.17E-03
-19.79688E+00,+8.02803E+00,+299.17E-03
-19.78125E+00,+8.02803E+00,+299.17E-03
-19.76563E+00,+8.02803E+00,+299.17E-03
-19.75000E+00,+8.02803E+00,+299.17E-03
-19.73438E+00,+8.02803E+00,+299.17E-03
-19.71875E+00,+8.02803E+00,+299.17E-03
-19.70313E+00,+8.02803E+00,+299.42E-03
-19.68750E+00,+8.02803E+00,+299.42E-03
-19.67188E+00,+8.02803E+00,+299.42E-03
-19.65625E+00,+7.96522E+00,+297.41E-03
-19.64063E+00,+7.97778E+00,+298.92E-03
-19.62500E+00,+8.09084E+00,+303.19E-03
-19.60938E+00,+8.27929E+00,+308.22E-03
-19.59375E+00,+8.51798E+00,+315.00E-03
-19.57813E+00,+8.76924E+00,+323.29E-03
-19.56250E+00,+9.08331E+00,+332.34E-03
-19.54688E+00,+9.38481E+00,+341.13E-03
-19.53125E+00,+9.63607E+00,+347.92E-03
-19.51563E+00,+9.79939E+00,+351.94E-03
-19.50000E+00,+9.84964E+00,+353.70E-03
-19.48438E+00,+9.88733E+00,+354.95E-03
-19.46875E+00,+9.97527E+00,+356.46E-03
-19.45313E+00,+10.06321E+00,+359.98E-03
-19.43750E+00,+10.23909E+00,+365.51E-03
-19.42188E+00,+10.42753E+00,+370.28E-03
-19.40625E+00,+10.51547E+00,+373.04E-03
-19.39063E+00,+10.59084E+00,+374.05E-03
-19.37500E+00,+10.61597E+00,+374.30E-03
-19.35938E+00,+10.61597E+00,+374.30E-03
-19.34375E+00,+10.61597E+00,+374.55E-03
-19.32813E+00,+10.64110E+00,+375.30E-03
-19.31250E+00,+10.70391E+00,+378.57E-03
-19.29688E+00,+10.82954E+00,+381.33E-03
-19.28125E+00,+10.87979E+00,+383.60E-03
-19.26563E+00,+10.96773E+00,+385.10E-03
-19.25000E+00,+11.03054E+00,+386.11E-03
-19.23438E+00,+11.05567E+00,+387.62E-03
-19.21875E+00,+11.11848E+00,+389.63E-03
-19.20313E+00,+11.21899E+00,+391.38E-03
-19.18750E+00,+11.23155E+00,+391.89E-03
-19.17188E+00,+11.24411E+00,+392.14E-03
-19.15625E+00,+11.24411E+00,+392.14E-03
-19.14063E+00,+11.24411E+00,+392.14E-03
-19.12500E+00,+11.24411E+00,+392.14E-03
-19.10938E+00,+11.24411E+00,+392.14E-03
-19.09375E+00,+11.24411E+00,+392.64E-03
-19.07813E+00,+11.26924E+00,+394.40E-03
-19.06250E+00,+11.35718E+00,+396.41E-03
-19.04688E+00,+11.43255E+00,+397.92E-03
-19.03125E+00,+11.44512E+00,+398.42E-03
-19.01563E+00,+11.44512E+00,+398.42E-03
-19.00000E+00,+11.44512E+00,+398.42E-03
-18.98438E+00,+11.44512E+00,+398.42E-03
-18.96875E+00,+11.44512E+00,+398.42E-03
-18.95313E+00,+11.44512E+00,+398.67E-03
-18.93750E+00,+11.45768E+00,+400.18E-03
-18.92188E+00,+11.55818E+00,+402.69E-03
-18.90625E+00,+11.64612E+00,+404.95E-03
-18.89063E+00,+11.69637E+00,+407.21E-03
-18.87500E+00,+11.78431E+00,+408.47E-03
-18.85938E+00,+11.79688E+00,+408.47E-03
-18.84375E+00,+11.80944E+00,+408.47E-03
-18.82813E+00,+11.79688E+00,+408.47E-03
-18.81250E+00,+11.80944E+00,+408.47E-03
-18.79688E+00,+11.80944E+00,+408.97E-03
-18.78125E+00,+11.84713E+00,+409.98E-03
-18.76563E+00,+11.84713E+00,+410.73E-03
-18.75000E+00,+11.85969E+00,+411.23E-03
-18.73438E+00,+11.87225E+00,+411.74E-03
-18.71875E+00,+11.88481E+00,+412.74E-03
-18.70313E+00,+11.93507E+00,+413.50E-03
-18.68750E+00,+11.98532E+00,+414.00E-03
-18.67188E+00,+11.99788E+00,+414.25E-03
-18.65625E+00,+12.07326E+00,+417.77E-03
-18.64063E+00,+12.22401E+00,+420.78E-03
-18.62500E+00,+12.23657E+00,+420.78E-03
-18.60938E+00,+12.23657E+00,+421.03E-03
-18.59375E+00,+12.23657E+00,+421.03E-03
-18.57813E+00,+12.23657E+00,+421.03E-03
-18.56250E+00,+12.23657E+00,+421.03E-03
-18.54688E+00,+12.23657E+00,+421.28E-03
-18.53125E+00,+12.24914E+00,+421.28E-03
-18.51563E+00,+12.24914E+00,+421.79E-03
-18.50000E+00,+12.24914E+00,+421.79E-03
-18.48438E+00,+12.24914E+00,+421.79E-03
-18.46875E+00,+12.24914E+00,+421.79E-03
-18.45313E+00,+12.24914E+00,+421.79E-03
-18.43750E+00,+12.24914E+00,+421.79E-03
-18.42188E+00,+12.24914E+00,+421.79E-03
-18.40625E+00,+12.24914E+00,+421.79E-03
-18.39063E+00,+12.24914E+00,+421.79E-03
-18.37500E+00,+12.24914E+00,+421.79E-03
-18.35938E+00,+12.24914E+00,+421.79E-03
-18.34375E+00,+12.24914E+00,+421.79E-03
-18.32813E+00,+12.24914E+00,+421.79E-03
-18.31250E+00,+12.24914E+00,+421.79E-03
-18.29688E+00,+12.24914E+00,+421.79E-03
-18.28125E+00,+12.24914E+00,+421.79E-03
-18.26563E+00,+12.24914E+00,+421.79E-03
-18.25000E+00,+12.24914E+00,+421.79E-03
-18.23438E+00,+12.24914E+00,+421.79E-03
-18.21875E+00,+12.24914E+00,+421.79E-03
-18.20313E+00,+12.24914E+00,+421.79E-03
-18.18750E+00,+12.24914E+00,+421.79E-03
-18.17188E+00,+12.24914E+00,+421.54E-03
-18.15625E+00,+12.24914E+00,+421.79E-03
-18.14063E+00,+12.24914E+00,+421.79E-03
-18.12500E+00,+12.24914E+00,+421.79E-03
-18.10938E+00,+12.24914E+00,+421.54E-03
-18.09375E+00,+12.24914E+00,+421.54E-03
-18.07813E+00,+12.24914E+00,+421.54E-03
-18.06250E+00,+12.24914E+00,+421.54E-03
-18.04688E+00,+12.24914E+00,+421.54E-03
-18.03125E+00,+12.24914E+00,+421.54E-03
-18.01563E+00,+12.24914E+00,+421.54E-03
-18.00000E+00,+12.24914E+00,+421.54E-03
-17.98438E+00,+12.24914E+00,+421.79E-03
-17.96875E+00,+12.24914E+00,+421.54E-03
-17.95313E+00,+12.24914E+00,+421.54E-03
-17.93750E+00,+12.24914E+00,+421.54E-03
-17.92188E+00,+12.24914E+00,+421.54E-03
-17.90625E+00,+12.24914E+00,+421.54E-03
-17.89063E+00,+12.24914E+00,+421.79E-03
-17.87500E+00,+12.24914E+00,+421.79E-03
-17.85938E+00,+12.24914E+00,+421.54E-03
-17.84375E+00,+12.24914E+00,+421.54E-03
-17.82813E+00,+12.24914E+00,+421.79E-03
-17.81250E+00,+12.24914E+00,+421.54E-03
-17.79688E+00,+12.24914E+00,+421.54E-03
-17.78125E+00,+12.24914E+00,+421.54E-03
-17.76563E+00,+12.24914E+00,+421.54E-03
-17.75000E+00,+12.24914E+00,+421.54E-03
-17.73438E+00,+12.24914E+00,+421.54E-03
-17.71875E+00,+12.24914E+00,+421.54E-03
-17.70313E+00,+12.24914E+00,+421.54E-03
-17.68750E+00,+12.24914E+00,+421.54E-03
-17.67188E+00,+12.24914E+00,+421.54E-03
-17.65625E+00,+12.28682E+00,+424.05E-03
-17.64063E+00,+12.45014E+00,+428.07E-03
-17.62500E+00,+12.45014E+00,+427.82E-03
-17.60938E+00,+12.45014E+00,+427.82E-03
-17.59375E+00,+12.45014E+00,+427.82E-03
-17.57813E+00,+12.45014E+00,+427.82E-03
-17.56250E+00,+12.45014E+00,+427.82E-03
-17.54688E+00,+12.45014E+00,+427.82E-03
-17.53125E+00,+12.45014E+00,+427.82E-03
-17.51563E+00,+12.45014E+00,+427.82E-03
-17.50000E+00,+12.45014E+00,+427.82E-03
-17.48438E+00,+12.45014E+00,+427.82E-03
-17.46875E+00,+12.45014E+00,+427.82E-03
-17.45313E+00,+12.45014E+00,+427.82E-03
-17.43750E+00,+12.45014E+00,+427.82E-03
-17.42188E+00,+12.45014E+00,+427.82E-03
-17.40625E+00,+12.45014E+00,+427.82E-03
-17.39063E+00,+12.45014E+00,+427.82E-03
-17.37500E+00,+12.45014E+00,+427.82E-03
-17.35938E+00,+12.45014E+00,+427.82E-03
-17.34375E+00,+12.45014E+00,+427.82E-03
-17.32813E+00,+12.45014E+00,+427.82E-03
-17.31250E+00,+12.45014E+00,+427.82E-03
-17.29688E+00,+12.45014E+00,+427.82E-03
-17.28125E+00,+12.45014E+00,+427.82E-03
-17.26563E+00,+12.45014E+00,+427.82E-03
-17.25000E+00,+12.45014E+00,+427.82E-03
-17.23438E+00,+12.45014E+00,+427.82E-03
-17.21875E+00,+12.45014E+00,+427.82E-03
-17.20313E+00,+12.45014E+00,+427.82E-03
-17.18750E+00,+12.45014E+00,+427.82E-03
-17.17188E+00,+12.45014E+00,+427.82E-03
-17.15625E+00,+12.45014E+00,+427.82E-03
-17.14063E+00,+12.45014E+00,+427.82E-03
-17.12500E+00,+12.45014E+00,+427.82E-03
-17.10938E+00,+12.45014E+00,+427.82E-03
-17.09375E+00,+12.45014E+00,+427.82E-03
-17.07813E+00,+12.45014E+00,+427.82E-03
-17.06250E+00,+12.45014E+00,+427.82E-03
-17.04688E+00,+12.45014E+00,+427.82E-03
-17.03125E+00,+12.45014E+00,+427.82E-03
-17.01563E+00,+12.45014E+00,+427.82E-03
-17.00000E+00,+12.45014E+00,+427.82E-03
-16.98438E+00,+12.45014E+00,+427.82E-03
-16.96875E+00,+12.45014E+00,+427.82E-03
-16.95313E+00,+12.45014E+00,+427.82E-03
-16.93750E+00,+12.45014E+00,+427.82E-03
-16.92188E+00,+12.45014E+00,+427.82E-03
-16.90625E+00,+12.45014E+00,+427.82E-03
-16.89063E+00,+12.45014E+00,+427.82E-03
-16.87500E+00,+12.45014E+00,+427.82E-03
-16.85938E+00,+12.45014E+00,+427.82E-03
-16.84375E+00,+12.45014E+00,+427.82E-03
-16.82813E+00,+12.45014E+00,+427.82E-03
-16.81250E+00,+12.45014E+00,+427.82E-03
-16.79688E+00,+12.45014E+00,+427.82E-03
-16.78125E+00,+12.45014E+00,+427.82E-03
-16.76563E+00,+12.45014E+00,+427.82E-03
-16.75000E+00,+12.45014E+00,+427.82E-03
-16.73438E+00,+12.45014E+00,+427.82E-03
-16.71875E+00,+12.45014E+00,+427.82E-03
-16.70313E+00,+12.45014E+00,+427.82E-03
-16.68750E+00,+12.45014E+00,+427.82E-03
-16.67188E+00,+12.45014E+00,+427.82E-03
-16.65625E+00,+12.46270E+00,+430.08E-03
-16.64063E+00,+12.66371E+00,+433.34E-03
-16.62500E+00,+12.65115E+00,+434.10E-03
-16.60938E+00,+12.65115E+00,+434.10E-03
-16.59375E+00,+12.65115E+00,+433.85E-03
-16.57813E+00,+12.65115E+00,+433.85E-03
-16.56250E+00,+12.65115E+00,+434.10E-03
-16.54688E+00,+12.65115E+00,+434.10E-03
-16.53125E+00,+12.65115E+00,+434.10E-03
-16.51563E+00,+12.65115E+00,+434.10E-03
-16.50000E+00,+12.65115E+00,+434.10E-03
-16.48438E+00,+12.66371E+00,+434.10E-03
-16.46875E+00,+12.65115E+00,+434.10E-03
-16.45313E+00,+12.66371E+00,+434.10E-03
-16.43750E+00,+12.65115E+00,+434.10E-03
-16.42188E+00,+12.65115E+00,+434.10E-03
-16.40625E+00,+12.65115E+00,+434.10E-03
-16.39063E+00,+12.65115E+00,+434.10E-03
-16.37500E+00,+12.65115E+00,+434.10E-03
-16.35938E+00,+12.65115E+00,+434.10E-03
-16.34375E+00,+12.66371E+00,+434.10E-03
-16.32813E+00,+12.65115E+00,+434.10E-03
-16.31250E+00,+12.65115E+00,+433.85E-03
-16.29688E+00,+12.65115E+00,+434.10E-03
-16.28125E+00,+12.65115E+00,+434.10E-03
-16.26563E+00,+12.66371E+00,+434.10E-03
-16.25000E+00,+12.66371E+00,+434.10E-03
-16.23438E+00,+12.66371E+00,+433.85E-03
-16.21875E+00,+12.66371E+00,+433.85E-03
-16.20313E+00,+12.66371E+00,+434.10E-03
-16.18750E+00,+12.66371E+00,+434.10E-03
-16.17188E+00,+12.65115E+00,+434.10E-03
-16.15625E+00,+12.65115E+00,+433.85E-03
-16.14063E+00,+12.65115E+00,+434.10E-03
-16.12500E+00,+12.65115E+00,+434.10E-03
-16.10938E+00,+12.65115E+00,+433.85E-03
-16.09375E+00,+12.65115E+00,+433.85E-03
-16.07813E+00,+12.66371E+00,+434.10E-03
-16.06250E+00,+12.66371E+00,+434.10E-03
-16.04688E+00,+12.65115E+00,+434.10E-03
-16.03125E+00,+12.65115E+00,+434.10E-03
-16.01563E+00,+12.66371E+00,+434.10E-03
-16.00000E+00,+12.65115E+00,+434.10E-03
-15.98438E+00,+12.65115E+00,+434.10E-03
-15.96875E+00,+12.65115E+00,+434.10E-03
-15.95313E+00,+12.65115E+00,+434.10E-03
-15.93750E+00,+12.66371E+00,+434.10E-03
-15.92188E+00,+12.66371E+00,+434.10E-03
-15.90625E+00,+12.66371E+00,+434.10E-03
-15.89063E+00,+12.66371E+00,+434.10E-03
-15.87500E+00,+12.66371E+00,+434.10E-03
-15.85938E+00,+12.65115E+00,+434.10E-03
-15.84375E+00,+12.65115E+00,+433.85E-03
-15.82813E+00,+12.66371E+00,+434.10E-03
-15.81250E+00,+12.66371E+00,+434.10E-03
-15.79688E+00,+12.66371E+00,+434.10E-03
-15.78125E+00,+12.66371E+00,+434.10E-03
-15.76563E+00,+12.66371E+00,+433.85E-03
-15.75000E+00,+12.65115E+00,+433.85E-03
-15.73438E+00,+12.65115E+00,+433.85E-03
-15.71875E+00,+12.65115E+00,+433.85E-03
-15.70313E+00,+12.65115E+00,+433.85E-03
-15.68750E+00,+12.65115E+00,+433.85E-03
-15.67188E+00,+12.65115E+00,+434.10E-03
-15.65625E+00,+12.65115E+00,+434.10E-03
-15.64063E+00,+12.65115E+00,+434.10E-03
-15.62500E+00,+12.65115E+00,+433.85E-03
-15.60938E+00,+12.65115E+00,+433.85E-03
-15.59375E+00,+12.65115E+00,+434.10E-03
-15.57813E+00,+12.66371E+00,+434.10E-03
-15.56250E+00,+12.66371E+00,+434.10E-03
-15.54688E+00,+12.66371E+00,+434.10E-03
-15.53125E+00,+12.66371E+00,+434.10E-03
-15.51563E+00,+12.66371E+00,+433.85E-03
-15.50000E+00,+12.65115E+00,+434.10E-03
-15.48438E+00,+12.65115E+00,+434.10E-03
-15.46875E+00,+12.65115E+00,+434.10E-03
-15.45313E+00,+12.65115E+00,+434.10E-03
-15.43750E+00,+12.65115E+00,+433.85E-03
-15.42188E+00,+12.65115E+00,+434.10E-03
-15.40625E+00,+12.65115E+00,+434.10E-03
-15.39063E+00,+12.65115E+00,+434.10E-03
-15.37500E+00,+12.65115E+00,+433.85E-03
-15.35938E+00,+12.65115E+00,+434.10E-03
-15.34375E+00,+12.65115E+00,+433.85E-03
-15.32813E+00,+12.66371E+00,+434.10E-03
-15.31250E+00,+12.66371E+00,+434.10E-03
-15.29688E+00,+12.66371E+00,+433.85E-03
-15.28125E+00,+12.66371E+00,+434.10E-03
-15.26563E+00,+12.65115E+00,+434.10E-03
-15.25000E+00,+12.66371E+00,+434.10E-03
-15.23438E+00,+12.65115E+00,+433.85E-03
-15.21875E+00,+12.66371E+00,+434.10E-03
-15.20313E+00,+12.66371E+00,+434.10E-03
-15.18750E+00,+12.66371E+00,+434.10E-03
-15.17188E+00,+12.66371E+00,+434.10E-03
-15.15625E+00,+12.66371E+00,+433.85E-03
-15.14063E+00,+12.66371E+00,+433.85E-03
-15.12500E+00,+12.66371E+00,+433.85E-03
-15.10938E+00,+12.66371E+00,+433.85E-03
-15.09375E+00,+12.66371E+00,+433.85E-03
-15.07813E+00,+12.66371E+00,+433.85E-03
-15.06250E+00,+12.66371E+00,+433.85E-03
-15.04688E+00,+12.66371E+00,+434.10E-03
-15.03125E+00,+12.66371E+00,+433.85E-03
-15.01563E+00,+12.66371E+00,+433.85E-03
-15.00000E+00,+12.66371E+00,+434.10E-03
-14.98438E+00,+12.66371E+00,+433.85E-03
-14.96875E+00,+12.66371E+00,+434.10E-03
-14.95313E+00,+12.66371E+00,+433.85E-03
-14.93750E+00,+12.66371E+00,+434.10E-03
-14.92188E+00,+12.66371E+00,+434.10E-03
-14.90625E+00,+12.66371E+00,+434.10E-03
-14.89063E+00,+12.66371E+00,+434.10E-03
-14.87500E+00,+12.66371E+00,+433.85E-03
-14.85938E+00,+12.66371E+00,+434.10E-03
-14.84375E+00,+12.66371E+00,+434.10E-03
-14.82813E+00,+12.66371E+00,+434.10E-03
-14.81250E+00,+12.66371E+00,+434.10E-03
-14.79688E+00,+12.66371E+00,+434.10E-03
-14.78125E+00,+12.66371E+00,+434.10E-03
